Verified in DB,Database Product Name,Source,﻿Item ID,Department Name,Item Name,Size,Item Size,Base Price Palmers,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,30100487180,001 GROCERY,Keebler Cheese & Cheddar Sandwich Crackers,Ea,11 OZ,$4.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,38900042059,001 GROCERY,Dole Mandarin Oranges,Ea,11 OZ,$1.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,41270811354,001 GROCERY,IGA Chocolate Sprinkles,Ea,11 OZ,$3.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,43000029237,001 GROCERY,Maxwell House The Original Roast Decaf Medium Ground Coffee,Ea,11 OZ,$13.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,43000029244,001 GROCERY,Maxwell House French Roast Cof,Ea,11 OZ,$11.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,43000029343,001 GROCERY,Maxwell House Lite Coffee,Ea,11 OZ,$11.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,44000027346,001 GROCERY,Nilla Wafers,Ea,11 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,46000273426,001 GROCERY,Old El Paso Flour Tortillas,Ea,11 OZ,$3.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,51000112859,001 GROCERY,Campbell's Pork & Beans,Ea,11 OZ,$1.39,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,55437601863,001 GROCERY,Melitta Columbian Coffee,Ea,11 OZ,$8.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,55437602532,001 GROCERY,Melitta Classic Blend Coffee,Ea,11 OZ,$8.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70305005062,001 GROCERY,Howards Sweet Pepper Relish,Ea,11 OZ,$6.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70305005215,001 GROCERY,Howards Hot Pepper Relish,Ea,11 OZ,$6.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70346000095,001 GROCERY,Kraft Caramels,Ea,11 OZ,$3.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,71038011733,001 GROCERY,Chock Full O Nuts Gourmet Roas,Ea,11 OZ,$8.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,71140401101,001 GROCERY,Geisha Mandarin Oranges,Ea,11 OZ,$1.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72030013428,001 GROCERY,Entenmann's Fudge Brownie Little Bites,Ea,11 OZ,$5.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72030021645,001 GROCERY,Entenmann's Powdered Donuts,Ea,11 OZ,$5.69,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72030021652,001 GROCERY,Entenmann's Cinnamon Mini,Ea,11 OZ,$5.69,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,73416575103,001 GROCERY,Lundberg Rice Cake Salted Caramel,Ea,11 OZ,$6.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,79927110123,001 GROCERY,"Unique Extra Salt ""Splits"" Pretzels",Ea,11 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,79927110215,001 GROCERY,Unique Extra Dark Splits,Ea,11 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,79927110413,001 GROCERY,Unique Multi-Grain Splits,Ea,11 OZ,$4.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,79927113117,001 GROCERY,Unique Sourdough Craft Pretzel Rings,Ea,11 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,602652171826,001 GROCERY,Kind Peanut Butter Wclusters,Ea,11 OZ,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,602652171857,001 GROCERY,Kind Vanilla Bluberry Clusters,Ea,11 OZ,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,602652171864,001 GROCERY,Kind Oat & Honey Clusters,Ea,11 OZ,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,602652171994,001 GROCERY,Kind Pro Whole Grain Clusters,Ea,11 OZ,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,619360090943,001 GROCERY,Terrapin Ridge Cranberry Relish,Ea,11 OZ,$8.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,631429006313,001 GROCERY,Jim's Sweet Love WB Coffee,Ea,11 OZ,$14.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,631429006337,001 GROCERY,Jim's Expresso Jimbo WB Coffee,Ea,11 OZ,$14.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,728119480017,001 GROCERY,Kitchen & Love Whole Artichokes,Ea,11 oz,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,747599610653,001 GROCERY,Ghirardelli White Chocolate Ch,Ea,11 OZ,$8.49,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,762111233349,001 GROCERY,Starbucks Pumpkin Spice Medium Roast Ground Coffee,Ea,11 OZ,$14.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,762111571700,001 GROCERY,Starbucks Smoked Butterscotch Bg,Ea,11 Oz,$14.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,781138710114,001 GROCERY,OTB Cafe Style Tortilla Chips,Ea,11 OZ,$4.29,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,810153930020,001 GROCERY,Gg Corn Niblets No Salt,Ea,11 Oz,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,810153930051,001 GROCERY,Gg White Corm Shoepeg,Ea,11 Oz,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,810153930082,001 GROCERY,Gg Corn Sweet Select,Ea,11 Oz,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,810153930105,001 GROCERY,GG NIBLETS CORN,Ea,11 Oz,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,810153930129,001 GROCERY,Gg Mexicorn,Ea,11 Oz,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,810153930143,001 GROCERY,Gg Corn Wht Super Swt,Ea,11 oz,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,810589031964,001 GROCERY,PE Chocolate Chip Granola Ckie,Ea,11 OZ,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,810589031971,001 GROCERY,PE Oatmeal raisin Cke Granola,Ea,11 OZ,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,810589031988,001 GROCERY,PE Dbl Chocolate Cke Granola,Ea,11 OZ,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,810589032220,001 GROCERY,Purely Elizabeth Peanut Cookie G,Ea,11 OZ,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,818158012352,001 GROCERY,Kretschmer Honey Wheat Germ,Ea,11 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,844527065087,001 GROCERY,Bc Ninjabrr Ck Kit,Ea,11 Oz,$10.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850009173058,001 GROCERY,Rxs Sweetener Grnular Sticks,Ea,11 OZ,$12.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,870700000019,001 GROCERY,Ballymaloe Country Relish,Ea,11 OZ,$5.49,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,881334000764,001 GROCERY,Dunkin' Dark Roast,Ea,11 OZ,$13.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,881334001471,001 GROCERY,Dunkin' Pumpkin Spice Ground Coffee,Ea,11 OZ,$12.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,881334002799,001 GROCERY,Dunkin' Donuts Columbian Ground Coffee,Ea,11 OZ,$13.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,884912129512,001 GROCERY,Post Cocoa Pebbles,Ea,11 OZ,$5.69,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,884912129710,001 GROCERY,Post Fruity Pebbles,Ea,11 OZ,$5.69,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,46500764103,002 TAXABLE GROCERY,Raid House & Garden Aero,Ea,11 OZ,$6.49,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,840243142750,002 TAXABLE GROCERY,Blue Bits Chicken Treats,Ea,11 oz,$10.29,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,840243142767,002 TAXABLE GROCERY,BLUE BITS BEEF TREATS,Ea,11 oz,$10.29,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,820581628109,006 DAIRY,Home Grown Pimento Cheese,Ea,11 oz,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,820581628116,006 DAIRY,Home Grown Jalapeno Pimento Cheese,Ea,11 oz,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,820581825348,006 DAIRY,New Bridge Pimento Cheese,Ea,11 OZ,$6.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,13800100184,007 FROZEN FOODS,Stouffer's Creamed Chipped Beef,Ea,11 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,13800151834,007 FROZEN FOODS,Stouffer's Frbread Extra Cheese Pizza,Ea,11 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72655003217,007 FROZEN FOODS,Healthy Choice Lemon Chicken,Ea,11 Oz,$6.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72655004900,007 FROZEN FOODS,Hlthy Ch Stk Blsmc Grlic,Ea,11 Oz,$6.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,82988010066,007 FROZEN FOODS,White Castle Cheeseburgers,Ea,11 OZ,$7.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,897856002896,007 FROZEN FOODS,Callie's Sausage Biscuits,Ea,11 oz,$13.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,22400005218,009 TAXABLE HBA,TRESemme Extra Hold Hair Spray for Frizz Control,Ea,11 OZ,$11.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,41167603529,009 TAXABLE HBA,Selsun Blue Moisturizing Dandruff Shampoo,Ea,11 OZ,$13.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,41167606322,009 TAXABLE HBA,Selsun Blue Medicated Dandruff Shampoo,Ea,11 OZ,$13.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,47400240407,009 TAXABLE HBA,Gillette Foamy Regular Shave Cream,Ea,11 OZ,$3.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,47400241459,009 TAXABLE HBA,Gilette Foamy Shave Cream for Sensitive Skin,Ea,11 OZ,$3.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,79400181824,009 TAXABLE HBA,Suave Max Hold Non Aerosol Hairspray,Ea,11 OZ,$6.69,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,654749351505,009 TAXABLE HBA,Aval Cond Noursh Lavender,Ea,11 Oz,$12.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,21908133119,017 SPECIALTY FOODS,Cscdn Org Grnl Frtnut,Ea,11 oz,$8.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,21908133133,017 SPECIALTY FOODS,Cscdn Org Grnl Cnn Rsn,Ea,11 Oz,$8.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,43647681034,017 SPECIALTY FOODS,Tiptree Mincemeat,Ea,11 OZ,$12.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,43647691033,017 SPECIALTY FOODS,Tiptree Lime Curd,Ea,11 OZ,$11.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,68826186056,017 SPECIALTY FOODS,Que Pasa Yellow Corn Chips,Ea,11 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,68826186070,017 SPECIALTY FOODS,Que Pasa White Corn Chip,Ea,11 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70305005017,017 SPECIALTY FOODS,Howard's Green Tomato Piccalill,Ea,11 OZ,$6.79,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,602652259432,017 SPECIALTY FOODS,Kind Gf Almd Btr Clustr,Ea,11 oz,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,602652431197,017 SPECIALTY FOODS,Kind Grnla Dbl Dkchochnk,Ea,11 Oz,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,602652434051,017 SPECIALTY FOODS,Kind Gf Clstr Ban Pntbr,Ea,11 Oz,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,619360090851,017 SPECIALTY FOODS,Jam Hot Peppr Bacon,Ea,11 OZ,$8.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,619360090936,017 SPECIALTY FOODS,Blueberry Bourbon Pecan Jam,Ea,11 OZ,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,619360091810,017 SPECIALTY FOODS,Terrapin Ridge Raspberry Honey M,Ea,11 Oz,$8.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,631429006405,017 SPECIALTY FOODS,Jim's Witches Brew WB Coffee,Ea,11 OZ,$14.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,711381317990,017 SPECIALTY FOODS,Stonewall Kitchen Baby Back Rib Sauce,Ea,11 OZ,$8.49,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,728119480048,017 SPECIALTY FOODS,Kitchen Love & Bell Peppers Roasted,Ea,11 oz,$2.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,728119480062,017 SPECIALTY FOODS,Kitchen Love Piquillo Peppers,Ea,11 oz,$3.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,734865301018,017 SPECIALTY FOODS,India Tree Tellicherry Pepper,Ea,11 OZ,$24.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,734865301025,017 SPECIALTY FOODS,India Tree Rainbow Pepper,Ea,11 OZ,$26.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,734865301032,017 SPECIALTY FOODS,India Tree Pepper Melange,Ea,11 OZ,$25.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,759543201121,017 SPECIALTY FOODS,Downeast Dark Roast Ground Coffee,Ea,11 OZ,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,766694002446,017 SPECIALTY FOODS,Frontier Butternut Squash & Lentil Soup,Ea,11 OZ,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,810089954305,017 SPECIALTY FOODS,Collagen Peptides Lemon,Ea,11 OZ,$36.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,857183005632,017 SPECIALTY FOODS,Banza Mac Cheese Chickpea Chdr,Ea,11 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,858488007666,017 SPECIALTY FOODS,Xochtl Crn Chp Cholula,Ea,11 Oz,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,884623101654,017 SPECIALTY FOODS,Bear Naked Cacao & Cashew Butter Soft Baked Granola,Ea,11 OZ,$7.69,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,884623105867,017 SPECIALTY FOODS,Br Nkd Grnl Oats&honey,Ea,11 Oz,$7.69,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,11300820700,020 CANDY/GUM,Brachs Candy Corn,Ea,11 OZ,$3.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,41420036903,020 CANDY/GUM,Xmas Brachs Pprmnt Ngts,Ea,11 oz,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,618645543990,020 CANDY/GUM,Sour Shark Bites,Ea,11 OZ,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,766684040526,020 CANDY/GUM,Triple Chocolate Treat,Ea,11 oz,$33.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,769933010202,020 CANDY/GUM,Lake Champlain Choc Heart,Ea,11 OZ,$45.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,827755010746,023 HBA,Ammens Powder,Ea,11 OZ,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,45518080205,001 GROCERY,Ferdies Chocolate Peanuts,Ea,11 OZ.,$6.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,76753108003,002 TAXABLE GROCERY,Good Cook Baster,Ea,11. IN,$3.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,819898012039,001 GROCERY,Back To Nature Cranberry Granola,Ea,11.0 Ounce,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,819898012046,001 GROCERY,Back To Nature Vanilla Granola,Ea,11.0 Ounce,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,894346001155,001 GROCERY,Donkey Chips Tortilla Unsalted,Ea,11.0 Ounce,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,894346001162,001 GROCERY,Donkey Chips Tortilla Salted,Ea,11.0 Ounce,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70920445120,001 GROCERY,Swiss Miss White Chocolate,Ea,11.04 oz,$4.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,74570651481,007 FROZEN FOODS,Haagen-Dazs Coffee Almond Mini,Ea,11.1 Fz,$8.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,74570651498,007 FROZEN FOODS,Haagen-Dazs Mini Vanilla Choc,Ea,11.1 Fz,$8.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,892453001617,007 FROZEN FOODS,AGNST GRN GF BAGEL PLN,Ea,11.1 Oz,$8.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,810487003056,017 SPECIALTY FOODS,Heaven Earth Lemonade Tg,Ea,11.15 Fz,$2.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,810487003063,017 SPECIALTY FOODS,Heaven Earth Half Half Tea,Ea,11.15 Fz,$2.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,810487003087,017 SPECIALTY FOODS,Heaven Earth Strawberry Lemonade,Ea,11.15 fz,$2.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850067059004,012 SODA,Why Not Lemon Soda,Ea,11.16 Fz,$3.29,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850067059011,012 SODA,Why Not Peach Ginger Soda,Ea,11.16 fz,$3.29,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850067059028,012 SODA,Why Not Raspberry Thyme Soda,Ea,11.16 Fz,$3.29,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850067059035,012 SODA,Why Not Pomegranate Soda,Ea,11.16 Fz,$3.29,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,898999000022,017 SPECIALTY FOODS,Vita Coco Pure Coconut Water,Ea,11.2 FL OZ,$1.89,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850050362074,001 GROCERY,Santa's Potion,Ea,11.2 Fz,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,193040000601,012 SODA,Crodo Lime Menta Mojito,Ea,11.2 Fz,$2.29,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850050362005,012 SODA,Basilisk Blood Soda,Ea,11.2 Fz,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850050362029,012 SODA,Tears Of A Wizard Soda,Ea,11.2 Fz,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850050362036,012 SODA,Unicorn Essence Soda,Ea,11.2 Fz,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850050362043,012 SODA,Spellbound Butterscotch Soda,Ea,11.2 Fz,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850050362050,012 SODA,Couldron Cola Soda,Ea,11.2 Fz,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,16000226340,001 GROCERY,Gm Cheerios Straw Prtn,Ea,11.2 oz,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,16000226364,001 GROCERY,Gm Cheerios Cinn Prtn,Ea,11.2 oz,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,27800065978,001 GROCERY,Kblr Sandies Clsc Srtbr,Ea,11.2 Oz,$4.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,27800076578,001 GROCERY,Kblr Chips Dlx Fudgy,Ea,11.2 Oz,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,884623100787,001 GROCERY,Bear Naked Granola Protein,Ea,11.2 OZ,$7.69,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,849455000001,006 DAIRY,Tumaro's Low Carb White Wraps,Ea,11.2 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,849455000025,006 DAIRY,Tumaro's Low Carb Honey Wheat Wraps,Ea,11.2 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,849455000032,006 DAIRY,Tumaro's Multi Grain Wraps,Ea,11.2 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,849455000056,006 DAIRY,LOWCARB WRAP TOMATO BASIL,Ea,11.2 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,849455000087,006 DAIRY,Tumaro's Low Carb 9 Grain with Chia Wraps,Ea,11.2 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,849455100015,006 DAIRY,Tumaro's Everything Wraps,Ea,11.2 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,736613102670,007 FROZEN FOODS,Crust Buster Pnt Bttr Jelly Sand,Ea,11.2 Oz,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,736613102687,007 FROZEN FOODS,Crust Buster Strawberry Sandwich,Ea,11.2 Oz,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,736613102694,007 FROZEN FOODS,Crust Buster Raspberry Sandwich,Ea,11.2 Oz,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,860005208432,007 FROZEN FOODS,Pizza Cupcake Margherita,Ea,11.2 OZ,$14.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,7622201497248,020 CANDY/GUM,Cadbury Easter Egg Hunt Dairy Mi,Ea,11.2 Oz,$16.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8002996349035,020 CANDY/GUM,Venchi Box Chocolate Blue,Ea,11.21 Oz,$59.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8012012107679,020 CANDY/GUM,Advent Calendar,Ea,11.22 Oz,$59.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,74182450960,002 TAXABLE GROCERY,Softsoap Kitchen Fresh Hands Hand Soap,Ea,11.25 FL OZ,$3.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,35000981677,002 TAXABLE GROCERY,Softsoap Lavender Shea Handsoap,Ea,11.25 Fz,$3.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,35000981967,002 TAXABLE GROCERY,Sftsp Lhs Van&coconut,Ea,11.25 fz,$3.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,74182445720,002 TAXABLE GROCERY,Softsoap Antibacterial,Ea,11.25 FZ,$3.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,74182445737,002 TAXABLE GROCERY,Softsoap White Berry Hand Soap,Ea,11.25 Fz,$3.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,77975095126,001 GROCERY,Snyder's Honey Mustard Pieces,Ea,11.25 oz,$4.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,77975095133,001 GROCERY,Snyder's Buffalo Wing Pieces,Ea,11.25 oz,$4.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,77975095638,001 GROCERY,Snyder's Nashville Hot Pieces,Ea,11.25 oz,$4.79,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,888109150020,001 GROCERY,Hostess Mini Chocolate Donuts,Ea,11.25 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70187518377,002 TAXABLE GROCERY,Adbn Suet Cake Orange,Ea,11.25 oz,$1.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,51000127679,007 FROZEN FOODS,Pepperidge Garlic Texas Toast,Ea,11.25 OZ,$4.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70459005581,007 FROZEN FOODS,New York Texas Garlic Toast,Ea,11.25 OZ,$3.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850042382011,007 FROZEN FOODS,Dumpling Daughter Roasted Pork,Ea,11.25 Oz,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,711381323564,017 SPECIALTY FOODS,Stonewall Kitchen Blueberry Rhubarb Jam,Ea,11.25 OZ,$8.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,74182445713,002 TAXABLE GROCERY,Softsoap Antibacterial,Ea,11.25Fz,$3.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,79343000855,001 GROCERY,Rougie Duck Fat,Ea,11.28 OZ,$15.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,754011004402,001 GROCERY,Paolo's Sea Salt Seasoning Meat,Ea,11.28 OZ,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,754011004037,017 SPECIALTY FOODS,Paolo's Bruschetta Pepper,Ea,11.28 Oz,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8006540994269,002 TAXABLE GROCERY,Fairy Dish Soap,Ea,11.3 Fz,$2.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,71038000478,001 GROCERY,Chock Full O Nuts Coffee,Ea,11.3 OZ,$8.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,71038000607,001 GROCERY,Chock Full Of Nut Decaf Coffee,Ea,11.3 OZ,$8.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8001585010257,001 GROCERY,Balconi Dark Chocolate Mix Max,Ea,11.3 Oz,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,51700998272,002 TAXABLE GROCERY,Fnsh Pwrbl Ultm 28ct,Ea,11.3 Oz,$17.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,34000020102,020 CANDY/GUM,Mounds Snack Size Bars,Ea,11.3 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,34000020409,020 CANDY/GUM,Almond Joy Snack Size,Ea,11.3 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8051191740208,017 SPECIALTY FOODS,Morello Sour Cherries Syrup,Ea,11.31 oz,$11.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,856920005959,007 FROZEN FOODS,Good Pop Mickey Mouse Bars,Ea,11.4 Fz,$7.99,,,,,,,,,,,,,,,,,,,,
